Date,Ticker,Sector,PE,ROE,Momentum,RSI,Action
2026-03-28,DVA,Healthcare,16.16,635.3%,-0.012,53.8,🟡 持有
2026-03-28,DVN,Energy,12.47,17.6%,0.2024,86.3,🔴 止盈
2026-03-28,EBAY,Consumer Cyclical,20.26,40.9%,-0.0285,35.0,🟢 买入
2026-03-28,EIX,Utilities,6.08,27.9%,-0.0594,47.6,🟡 持有
2026-03-28,ENS,Industrials,21.21,16.7%,0.0331,63.1,🟡 持有
2026-03-28,EOG,Energy,16.41,16.8%,0.2054,84.9,🔴 止盈
2026-03-28,EPD,Energy,14.83,19.7%,0.0869,71.3,🟡 持有
2026-03-28,ERIC,Technology,12.65,28.8%,-0.0397,46.3,🟡 持有
2026-03-28,EXPD,Industrials,23.74,35.4%,-0.0263,40.9,🟡 持有
2026-03-28,FHI,Financial,10.91,33.6%,-0.0002,54.4,🟡 持有
2026-03-28,GD,Industrials,22.43,17.7%,-0.0288,34.4,🟢 买入
2026-03-28,GPOR,Energy,10.65,22.7%,0.0372,75.4,🔴 止盈
2026-03-28,HESM,Energy,13.92,64.2%,0.0287,61.7,🟡 持有
2026-03-28,HG,Financial,4.94,22.4%,-0.0309,54.0,🟡 持有
2026-03-28,HIG,Financial,9.92,21.7%,-0.0564,36.0,🟢 买入
2026-03-28,IFS,Financial,9.8,16.5%,-0.0155,62.5,🟡 持有
2026-03-28,INSW,Energy,11.41,16.0%,-0.0287,45.9,🟡 持有
2026-03-28,JHG,Financial,9.78,16.4%,-0.0138,51.4,🟡 持有
2026-03-28,JNJ,Healthcare,21.77,35.0%,-0.0321,44.7,🟡 持有
2026-03-28,KO,Consumer Defensive,24.92,46.0%,-0.0653,39.1,🟢 买入
2026-03-28,LAUR,Consumer Defensive,18.16,26.2%,0.0754,53.7,🟡 持有
2026-03-28,LNG,Energy,12.2,78.2%,0.2595,77.6,🔴 止盈
2026-03-28,LNTH,Healthcare,22.12,21.4%,-0.0059,36.2,🟢 买入
2026-03-28,MATX,Industrials,11.34,16.4%,-0.0488,56.0,🟡 持有
2026-03-28,MCY,Financial,8.81,24.8%,-0.0469,37.0,🟢 买入
2026-03-28,MGY,Energy,18.75,16.6%,0.1632,87.5,🔴 止盈
2026-03-28,MPC,Energy,18.89,23.1%,0.2709,81.4,🔴 止盈
2026-03-28,MPLX,Energy,12.07,35.0%,-0.0137,49.6,🟡 持有
2026-03-28,MRK,Healthcare,16.44,36.9%,-0.0267,65.9,🟡 持有
2026-03-28,MUSA,Consumer Cyclical,20.84,64.3%,0.2956,79.4,🔴 止盈
2026-03-28,NATL,Technology,19.02,55.0%,-0.0307,31.3,🟢 买入
2026-03-28,NFG,Energy,13.29,20.7%,0.0468,56.7,🟡 持有
2026-03-28,NOC,Industrials,23.26,26.2%,-0.0626,17.4,🟢 买入
2026-03-28,NTB,Financial,9.38,21.4%,0.0112,69.5,🟡 持有
2026-03-28,OII,Energy,10.38,39.6%,0.0234,55.9,🟡 持有
2026-03-28,OKE,Energy,17.36,17.2%,0.1352,80.7,🔴 止盈
2026-03-28,OTTR,Industrials,13.11,15.6%,0.0088,42.9,🟡 持有
2026-03-28,PAHC,Healthcare,23.89,31.8%,-0.0107,64.2,🟡 持有
2026-03-28,PBR,Energy,6.83,29.0%,0.2489,72.7,🟡 持有
2026-03-28,PBR-A,Energy,6.18,29.0%,0.2208,69.6,🟡 持有
2026-03-28,PRDO,Consumer Defensive,15.4,16.6%,0.1214,65.2,🟡 持有
2026-03-28,PSX,Energy,17.38,15.6%,0.22,80.2,🔴 止盈
2026-03-28,RCI,Communication Services,4.18,49.5%,-0.0273,34.4,🟢 买入
2026-03-28,RNR,Financial,5.16,23.8%,-0.0325,42.8,🟡 持有
2026-03-28,RRC,Energy,17.37,15.9%,0.157,80.1,🔴 止盈
2026-03-28,RY,Financial,15.11,15.5%,-0.0539,37.9,🟢 买入
2026-03-28,SBS,Utilities,12.19,22.5%,-0.0413,52.6,🟡 持有
2026-03-28,SCI,Consumer Cyclical,21.45,32.7%,-0.0268,54.4,🟡 持有
2026-03-28,SEE,Consumer Cyclical,14.04,47.4%,0.0077,62.0,🟡 持有
2026-03-28,SFD,Consumer Defensive,10.61,15.6%,0.0727,72.8,🟡 持有
2026-03-28,SOBO,Energy,17.53,15.3%,0.0621,60.5,🟡 持有
2026-03-28,SON,Consumer Cyclical,13.4,20.1%,-0.0581,48.7,🟡 持有
2026-03-28,SPNT,Financial,5.65,20.9%,-0.0156,51.5,🟡 持有
2026-03-28,T,Communication Services,9.54,20.4%,0.0389,71.4,🟡 持有
2026-03-28,TD,Financial,10.4,17.8%,-0.0615,37.3,🟢 买入
2026-03-28,TDW,Energy,12.35,27.0%,0.0375,53.1,🟡 持有
2026-03-28,TGT,Consumer Defensive,14.73,24.0%,0.0532,49.2,🟡 持有
2026-03-28,TIGO,Communication Services,9.61,36.2%,0.0335,61.8,🟡 持有
2026-03-28,UGP,Energy,13.53,18.0%,0.0634,57.6,🟡 持有
2026-03-28,UTHR,Healthcare,18.74,19.7%,0.0376,46.7,🟡 持有
2026-03-28,VAL,Energy,7.31,36.4%,0.0667,67.4,🟡 持有
2026-03-28,VIRT,Financial,8.29,30.9%,0.0268,53.0,🟡 持有
2026-03-28,VIST,Energy,11.06,34.9%,0.2852,75.2,🔴 止盈
2026-03-28,VZ,Communication Services,12.39,16.9%,0.0034,48.8,🟡 持有
2026-03-28,WES,Energy,13.96,31.8%,0.0046,53.5,🟡 持有
2026-03-28,WTM,Financial,4.98,22.0%,-0.0296,50.9,🟡 持有
2026-03-30,ADEA,Technology,24.37,25.3%,0.1849,60.3,🟡 持有
2026-03-30,AES,Utilities,10.68,16.4%,-0.0102,33.3,🟢 买入
2026-03-30,ALL,Financial,5.35,39.5%,-0.0373,44.6,🟡 持有
2026-03-30,AMX,Communication Services,17.46,22.8%,-0.039,59.5,🟡 持有
2026-03-30,APA,Energy,11.32,25.2%,0.4263,99.4,🔴 止盈
2026-03-30,ARLP,Energy,12.12,16.8%,0.0702,70.6,🟡 持有
2026-03-30,AROC,Energy,19.06,22.7%,-0.045,44.0,🟡 持有
2026-03-30,BCE,Communication Services,5.17,32.5%,-0.0211,36.9,🟢 买入
2026-03-30,BFH,Financial,6.67,16.4%,0.0103,50.4,🟡 持有
2026-03-30,BJ,Consumer Defensive,22.88,28.6%,0.0002,57.8,🟡 持有
2026-03-30,BMY,Healthcare,17.24,40.5%,-0.0452,46.6,🟡 持有
2026-03-30,BSAC,Financial,13.98,18.7%,-0.0448,42.4,🟡 持有
2026-03-30,BSM,Energy,11.98,26.6%,0.0039,55.3,🟡 持有
2026-03-30,CARG,Consumer Cyclical,22.89,34.9%,0.1345,69.0,🟡 持有
2026-03-30,CBT,Basic Materials,13.16,20.9%,-0.0159,73.2,🟡 持有
2026-03-30,CEPU,Utilities,8.18,15.7%,-0.0221,46.3,🟡 持有
2026-03-30,CF,Basic Materials,15.6,29.6%,0.3579,71.9,🟡 持有
2026-03-30,CFR,Financial,13.51,15.2%,-0.0385,52.7,🟡 持有
2026-03-30,CIB,Financial,17.83,17.6%,0.0381,47.2,🟡 持有
2026-03-30,CIG,Utilities,7.58,18.3%,0.0285,55.4,🟡 持有
2026-03-30,CNQ,Energy,13.68,25.8%,0.1505,76.4,🔴 止盈
2026-03-30,CNX,Energy,10.86,15.0%,-0.0456,51.2,🟡 持有
2026-03-30,CPRX,Healthcare,13.96,25.5%,-0.0151,39.6,🟢 买入
2026-03-30,CQP,Energy,12.66,101.3%,0.0592,57.9,🟡 持有
2026-03-30,CRUS,Technology,18.7,19.9%,-0.005,62.9,🟡 持有
2026-03-30,DAL,Industrials,8.34,27.7%,-0.007,60.9,🟡 持有
2026-03-30,DKL,Energy,15.88,847.5%,-0.0364,46.6,🟡 持有
2026-03-30,DOO,Consumer Cyclical,23.91,79.8%,-0.0535,58.3,🟡 持有
2026-03-30,DVA,Healthcare,16.15,635.3%,0.006,56.9,🟡 持有
2026-03-30,DVN,Energy,12.55,17.6%,0.1745,96.9,🔴 止盈
2026-03-30,EBAY,Consumer Cyclical,20.62,40.9%,0.01,45.3,🟡 持有
2026-03-30,EIX,Utilities,6.13,27.9%,-0.0339,54.0,🟡 持有
2026-03-30,ENS,Industrials,20.85,16.7%,0.0206,59.3,🟡 持有
2026-03-30,EOG,Energy,16.58,16.8%,0.1774,99.6,🔴 止盈
2026-03-30,EPD,Energy,14.89,19.7%,0.0694,77.6,🔴 止盈
2026-03-30,ERIC,Technology,12.77,28.8%,-0.0231,48.5,🟡 持有
2026-03-30,EXEL,Healthcare,15.05,35.5%,0.0183,54.3,🟡 持有
2026-03-30,EXPD,Industrials,23.78,35.4%,-0.0209,53.1,🟡 持有
2026-03-30,EXPE,Consumer Cyclical,23.64,91.1%,0.0829,48.5,🟡 持有
2026-03-30,FHI,Financial,10.94,33.6%,-0.0096,57.4,🟡 持有
2026-03-30,GD,Industrials,22.46,17.7%,-0.0486,40.0,🟡 持有
2026-03-30,GPOR,Energy,10.56,22.7%,0.0191,83.5,🔴 止盈
2026-03-30,HESM,Energy,13.9,64.2%,0.0095,63.8,🟡 持有
2026-03-30,HG,Financial,4.97,22.4%,-0.0228,49.2,🟡 持有
2026-03-30,IFS,Financial,9.94,16.5%,-0.0071,55.8,🟡 持有
2026-03-30,INSW,Energy,11.31,16.0%,-0.0497,48.8,🟡 持有
2026-03-30,JHG,Financial,9.78,16.4%,-0.0137,54.7,🟡 持有
2026-03-30,JNJ,Healthcare,21.95,35.0%,-0.0281,44.7,🟡 持有
2026-03-30,LAUR,Consumer Defensive,17.98,26.2%,0.0497,49.2,🟡 持有
2026-03-30,LNG,Energy,12.27,78.2%,0.1972,82.8,🔴 止盈
2026-03-30,LNTH,Healthcare,21.98,21.4%,-0.0309,23.4,🟢 买入
2026-03-30,MCY,Financial,8.86,24.8%,-0.0541,40.4,🟡 持有
2026-03-30,MGY,Energy,18.71,16.6%,0.137,94.3,🔴 止盈
2026-03-30,MPC,Energy,19.09,23.1%,0.2145,82.9,🔴 止盈
2026-03-30,MPLX,Energy,12.01,35.0%,-0.0208,49.2,🟡 持有
2026-03-30,MRK,Healthcare,16.71,36.9%,0.0004,68.8,🟡 持有
2026-03-30,MS,Financial,15.59,15.6%,-0.0434,48.2,🟡 持有
2026-03-30,MUSA,Consumer Cyclical,20.77,64.3%,0.2483,78.3,🔴 止盈
2026-03-30,NFG,Energy,13.27,20.7%,0.0287,62.8,🟡 持有
2026-03-30,NTB,Financial,9.41,21.4%,0.0053,67.7,🟡 持有
2026-03-30,OII,Energy,10.31,39.6%,0.0153,51.4,🟡 持有
2026-03-30,OKE,Energy,17.38,17.2%,0.0934,89.6,🔴 止盈
2026-03-30,OMAB,Industrials,20.28,49.5%,-0.0487,52.2,🟡 持有
2026-03-30,OTTR,Industrials,13.16,15.6%,0.0058,49.4,🟡 持有
2026-03-30,PAHC,Healthcare,23.72,31.8%,0.0111,63.1,🟡 持有
2026-03-30,PBR,Energy,7.02,29.0%,0.2266,76.9,🔴 止盈
2026-03-30,PBR-A,Energy,6.34,29.0%,0.2119,73.9,🟡 持有
2026-03-30,PRDO,Consumer Defensive,15.36,16.6%,0.0919,62.6,🟡 持有
2026-03-30,PSX,Energy,17.52,15.6%,0.1862,81.9,🔴 止盈
2026-03-30,RCI,Communication Services,4.16,49.5%,-0.0547,36.7,🟢 买入
2026-03-30,RNR,Financial,5.19,23.8%,-0.0372,47.3,🟡 持有
2026-03-30,RRC,Energy,17.1,15.9%,0.1228,82.1,🔴 止盈
2026-03-30,RY,Financial,15.14,15.5%,-0.0568,34.5,🟢 买入
2026-03-30,SBS,Utilities,12.35,22.5%,-0.0094,53.7,🟡 持有
2026-03-30,SCI,Consumer Cyclical,21.37,32.7%,-0.0446,59.4,🟡 持有
2026-03-30,SEE,Consumer Cyclical,14.02,47.4%,0.0049,70.4,🟡 持有
2026-03-30,SFD,Consumer Defensive,10.69,15.6%,0.0662,80.6,🔴 止盈
2026-03-30,SOBO,Energy,17.58,15.3%,0.0472,67.7,🟡 持有
2026-03-30,SON,Consumer Cyclical,13.33,20.1%,-0.0543,50.2,🟡 持有
2026-03-30,SPNT,Financial,5.67,20.9%,-0.0275,54.3,🟡 持有
2026-03-30,T,Communication Services,9.54,20.4%,0.04,70.2,🟡 持有
2026-03-30,TD,Financial,10.45,17.8%,-0.0623,38.0,🟢 买入
2026-03-30,TDW,Energy,12.37,27.0%,0.0334,64.7,🟡 持有
2026-03-30,TGT,Consumer Defensive,14.73,24.0%,0.0621,48.5,🟡 持有
2026-03-30,TIGO,Communication Services,9.44,36.2%,-0.017,52.5,🟡 持有
2026-03-30,TIMB,Communication Services,15.8,18.0%,-0.0415,41.5,🟡 持有
2026-03-30,UGP,Energy,13.62,18.0%,0.0855,57.1,🟡 持有
2026-03-30,UTHR,Healthcare,21.13,19.7%,0.1358,65.9,🟡 持有
2026-03-30,VAL,Energy,7.38,36.4%,0.11,67.7,🟡 持有
2026-03-30,VIRT,Financial,8.29,30.9%,-0.003,58.6,🟡 持有
2026-03-30,VIST,Energy,11.62,34.9%,0.3243,81.6,🔴 止盈
2026-03-30,VZ,Communication Services,12.47,16.9%,0.0134,49.5,🟡 持有
2026-03-30,WES,Energy,13.95,31.8%,-0.0069,66.7,🟡 持有
2026-03-30,WTM,Financial,5.0,22.0%,-0.0336,40.2,🟡 持有
2026-03-30,WU,Financial,5.78,51.9%,-0.0534,31.2,🟢 买入
2026-03-30,ACGL,Financial,8.23,19.5%,-0.0538,47.5,🟡 持有
2026-03-30,ADEA,Technology,23.5,25.3%,0.1391,51.5,🟡 持有
2026-03-30,AES,Utilities,10.65,16.4%,-0.0134,25.6,🟢 买入
2026-03-30,ALL,Financial,5.43,39.5%,-0.0258,49.6,🟡 持有
2026-03-30,AMX,Communication Services,17.19,22.8%,-0.049,56.8,🟡 持有
2026-03-30,APA,Energy,10.98,25.2%,0.3802,94.5,🔴 止盈
2026-03-30,ARLP,Energy,11.73,16.8%,0.0434,58.8,🟡 持有
2026-03-30,AROC,Energy,18.87,22.7%,-0.0623,40.9,🟡 持有
2026-03-30,AXS,Financial,8.12,16.2%,-0.0581,47.9,🟡 持有
2026-03-30,BCE,Communication Services,5.16,32.5%,-0.026,34.1,🟢 买入
2026-03-30,BFH,Financial,6.74,16.4%,0.0144,51.2,🟡 持有
2026-03-30,BJ,Consumer Defensive,22.6,28.6%,-0.0078,55.9,🟡 持有
2026-03-30,BMY,Healthcare,17.27,40.5%,-0.0419,47.8,🟡 持有
2026-03-30,BSAC,Financial,13.95,18.7%,-0.0364,44.3,🟡 持有
2026-03-30,BSM,Energy,11.98,26.6%,0.002,54.5,🟡 持有
2026-03-30,BTI,Consumer Defensive,12.7,15.9%,-0.0621,43.9,🟡 持有
2026-03-30,CARG,Consumer Cyclical,22.65,34.9%,0.1268,68.1,🟡 持有
2026-03-30,CBT,Basic Materials,13.25,20.9%,-0.0098,74.1,🟡 持有
2026-03-30,CEPU,Utilities,8.47,15.7%,0.0072,50.7,🟡 持有
2026-03-30,CFR,Financial,13.65,15.2%,-0.0349,54.2,🟡 持有
2026-03-30,CIB,Financial,17.8,17.6%,0.0421,48.0,🟡 持有
2026-03-30,CIG,Utilities,7.57,18.3%,0.0219,53.8,🟡 持有
2026-03-30,CNQ,Energy,13.39,25.8%,0.1233,69.9,🟡 持有
2026-03-30,CNX,Energy,10.89,15.0%,-0.0456,51.2,🟡 持有
2026-03-30,CPRX,Healthcare,14.12,25.5%,-0.0042,42.1,🟡 持有
2026-03-30,CQP,Energy,12.88,101.3%,0.076,60.0,🟡 持有
2026-03-30,CRUS,Technology,18.22,19.9%,-0.0329,55.8,🟡 持有
2026-03-30,DAL,Industrials,8.25,27.7%,-0.0165,59.2,🟡 持有
2026-03-30,DKL,Energy,15.6,847.5%,-0.0586,38.9,🟢 买入
2026-03-30,DOO,Consumer Cyclical,24.32,79.8%,-0.0509,58.9,🟡 持有
2026-03-30,DVA,Healthcare,15.95,635.3%,-0.0105,51.6,🟡 持有
2026-03-30,DVN,Energy,12.34,17.6%,0.1521,91.3,🔴 止盈
2026-03-30,EBAY,Consumer Cyclical,20.26,40.9%,-0.0054,40.1,🟡 持有
2026-03-30,EIX,Utilities,6.21,27.9%,-0.0347,53.7,🟡 持有
2026-03-30,EME,Industrials,24.77,38.5%,-0.0471,44.4,🟡 持有
2026-03-30,ENS,Industrials,20.66,16.7%,0.0072,56.2,🟡 持有
2026-03-30,EOG,Energy,16.45,16.8%,0.1651,99.6,🔴 止盈
2026-03-30,EPD,Energy,14.76,19.7%,0.0594,73.7,🟡 持有
2026-03-30,ERIC,Technology,12.53,28.8%,-0.0392,45.2,🟡 持有
2026-03-30,EXEL,Healthcare,15.07,35.5%,0.0224,55.7,🟡 持有
2026-03-30,EXPD,Industrials,23.78,35.4%,-0.0285,50.3,🟡 持有
2026-03-30,EXPE,Consumer Cyclical,23.0,91.1%,0.0645,43.1,🟡 持有
2026-03-30,FHI,Financial,10.95,33.6%,-0.0139,56.0,🟡 持有
2026-03-30,GPOR,Energy,10.57,22.7%,0.0274,87.9,🔴 止盈
2026-03-30,HESM,Energy,13.82,64.2%,0.0003,58.4,🟡 持有
2026-03-30,HG,Financial,5.04,22.4%,-0.0093,53.1,🟡 持有
2026-03-30,HIG,Financial,10.08,21.7%,-0.0523,43.5,🟡 持有
2026-03-30,IFS,Financial,9.92,16.5%,0.0015,57.6,🟡 持有
2026-03-30,INSW,Energy,11.38,16.0%,-0.0441,49.5,🟡 持有
2026-03-30,JHG,Financial,9.78,16.4%,-0.0144,54.4,🟡 持有
2026-03-30,JNJ,Healthcare,21.95,35.0%,-0.0244,47.1,🟡 持有
2026-03-30,LAUR,Consumer Defensive,17.7,26.2%,0.0469,48.7,🟡 持有
2026-03-30,LNG,Energy,12.07,78.2%,0.1796,79.2,🔴 止盈
2026-03-30,LNTH,Healthcare,21.71,21.4%,-0.0421,22.3,🟢 买入
2026-03-30,MCY,Financial,8.99,24.8%,-0.0375,46.8,🟡 持有
2026-03-30,MGY,Energy,18.61,16.6%,0.125,88.9,🔴 止盈
2026-03-30,MPC,Energy,18.39,23.1%,0.1684,73.4,🟡 持有
2026-03-30,MPLX,Energy,11.97,35.0%,-0.0249,47.5,🟡 持有
2026-03-30,MRK,Healthcare,16.23,36.9%,-0.0201,57.7,🟡 持有
2026-03-30,MUSA,Consumer Cyclical,20.5,64.3%,0.235,74.9,🟡 持有
2026-03-30,NFG,Energy,13.25,20.7%,0.0251,61.6,🟡 持有
2026-03-30,NTB,Financial,9.46,21.4%,0.0098,69.5,🟡 持有
2026-03-30,OII,Energy,9.85,39.6%,-0.0393,43.0,🟡 持有
2026-03-30,OKE,Energy,17.18,17.2%,0.0794,82.4,🔴 止盈
2026-03-30,OMAB,Industrials,20.0,49.5%,-0.0602,49.8,🟡 持有
2026-03-30,OTTR,Industrials,13.09,15.6%,0.0004,47.6,🟡 持有
2026-03-30,PAHC,Healthcare,23.65,31.8%,-0.0196,58.6,🟡 持有
2026-03-30,PBR,Energy,6.84,29.0%,0.2015,75.1,🔴 止盈
2026-03-30,PBR-A,Energy,6.21,29.0%,0.1908,72.2,🟡 持有
2026-03-30,PRDO,Consumer Defensive,15.38,16.6%,0.1128,67.9,🟡 持有
2026-03-30,PSX,Energy,17.06,15.6%,0.1538,74.8,🟡 持有
2026-03-30,RNR,Financial,5.22,23.8%,-0.0359,48.0,🟡 持有
2026-03-30,RRC,Energy,16.85,15.9%,0.106,76.7,🔴 止盈
2026-03-30,SBS,Utilities,12.47,22.5%,-0.0061,54.1,🟡 持有
2026-03-30,SCI,Consumer Cyclical,21.44,32.7%,-0.0438,59.7,🟡 持有
2026-03-30,SEE,Consumer Cyclical,14.02,47.4%,0.0045,68.7,🟡 持有
2026-03-30,SFD,Consumer Defensive,10.77,15.6%,0.0767,81.6,🔴 止盈
2026-03-30,SOBO,Energy,17.55,15.3%,0.0429,66.5,🟡 持有
2026-03-30,SON,Consumer Cyclical,13.39,20.1%,-0.0568,49.3,🟡 持有
2026-03-30,SPNT,Financial,5.75,20.9%,-0.0149,57.7,🟡 持有
2026-03-30,T,Communication Services,9.44,20.4%,0.0275,64.0,🟡 持有
2026-03-30,TDW,Energy,12.27,27.0%,0.0253,62.8,🟡 持有
2026-03-30,TGT,Consumer Defensive,14.6,24.0%,0.0496,44.6,🟡 持有
2026-03-30,TIGO,Communication Services,9.33,36.2%,-0.0269,50.7,🟡 持有
2026-03-30,TIMB,Communication Services,15.82,18.0%,-0.0389,42.0,🟡 持有
2026-03-30,TRV,Financial,10.6,20.7%,-0.0573,36.3,🟢 买入
2026-03-30,UGP,Energy,13.45,18.0%,0.0744,55.1,🟡 持有
2026-03-30,UTHR,Healthcare,21.09,19.7%,0.1451,66.9,🟡 持有
2026-03-30,VAL,Energy,7.03,36.4%,0.0626,60.1,🟡 持有
2026-03-30,VIRT,Financial,8.35,30.9%,0.0026,59.7,🟡 持有
2026-03-30,VIST,Energy,11.41,34.9%,0.2999,80.7,🔴 止盈
2026-03-30,VZ,Communication Services,12.39,16.9%,0.0064,46.3,🟡 持有
2026-03-30,WES,Energy,13.9,31.8%,-0.0112,64.5,🟡 持有
2026-03-30,WTM,Financial,5.07,22.0%,-0.022,45.3,🟡 持有
2026-03-31,AA,Basic Materials,14.58,20.8%,0.0336,49.2,🟡 持有
2026-03-31,ABEV,Consumer Defensive,16.17,17.4%,-0.0153,42.9,🟡 持有
2026-03-31,ADEA,Technology,23.96,25.3%,0.2084,55.1,🟡 持有
2026-03-31,AES,Utilities,10.71,16.4%,-0.0053,36.3,🟢 买入
2026-03-31,ALL,Financial,5.42,39.5%,-0.0283,53.9,🟡 持有
2026-03-31,AMX,Communication Services,17.67,22.8%,0.0426,65.9,🟡 持有
2026-03-31,APA,Energy,10.95,25.2%,0.3436,87.3,🔴 止盈
2026-03-31,ARLP,Energy,11.75,16.8%,0.0389,58.1,🟡 持有
2026-03-31,ASR,Industrials,18.15,22.6%,-0.0164,47.7,🟡 持有
2026-03-31,AXS,Financial,8.13,16.2%,-0.0268,56.7,🟡 持有
2026-03-31,BAP,Financial,13.46,18.9%,0.0051,48.3,🟡 持有
2026-03-31,BBVA,Financial,10.16,19.0%,0.0235,45.7,🟡 持有
2026-03-31,BCE,Communication Services,5.15,32.5%,-0.0317,42.4,🟡 持有
2026-03-31,BCH,Financial,14.54,20.7%,0.0149,43.9,🟡 持有
2026-03-31,BFH,Financial,6.76,16.4%,0.0178,49.8,🟡 持有
2026-03-31,BJ,Consumer Defensive,22.68,28.6%,-0.0104,64.0,🟡 持有
2026-03-31,BMY,Healthcare,17.43,40.5%,-0.0165,51.2,🟡 持有
2026-03-31,BSAC,Financial,14.17,18.7%,0.0577,52.3,🟡 持有
2026-03-31,BSM,Energy,11.99,26.6%,0.0161,45.1,🟡 持有
2026-03-31,BTI,Consumer Defensive,12.59,15.9%,-0.0249,48.6,🟡 持有
2026-03-31,CARG,Consumer Cyclical,21.96,34.9%,0.0638,70.1,🟡 持有
2026-03-31,CBT,Basic Materials,13.2,20.9%,0.0142,79.3,🔴 止盈
2026-03-31,CEPU,Utilities,8.93,15.7%,0.1082,53.9,🟡 持有
2026-03-31,CF,Basic Materials,14.74,29.6%,0.2373,58.9,🟡 持有
2026-03-31,CFR,Financial,13.85,15.2%,-0.0111,64.7,🟡 持有
2026-03-31,CIB,Financial,18.23,17.6%,0.0865,58.3,🟡 持有
2026-03-31,CIG,Utilities,7.68,18.3%,0.1144,62.0,🟡 持有
2026-03-31,CNQ,Energy,13.47,25.8%,0.1248,63.3,🟡 持有
2026-03-31,CPRX,Healthcare,14.45,25.5%,0.0219,50.3,🟡 持有
2026-03-31,CQP,Energy,12.85,101.3%,0.0702,56.2,🟡 持有
2026-03-31,CRUS,Technology,18.72,19.9%,0.0374,60.3,🟡 持有
2026-03-31,DAL,Industrials,8.43,27.7%,0.0142,63.5,🟡 持有
2026-03-31,DOO,Consumer Cyclical,24.55,79.8%,-0.0038,62.7,🟡 持有
2026-03-31,DVA,Healthcare,15.99,635.3%,0.0048,46.1,🟡 持有
2026-03-31,DVN,Energy,12.36,17.6%,0.1661,84.5,🔴 止盈
2026-03-31,EBAY,Consumer Cyclical,20.76,40.9%,0.0143,46.7,🟡 持有
2026-03-31,EIX,Utilities,6.25,27.9%,-0.0196,54.2,🟡 持有
2026-03-31,ENS,Industrials,21.03,16.7%,0.0545,60.9,🟡 持有
2026-03-31,EOG,Energy,16.4,16.8%,0.154,88.5,🔴 止盈
2026-03-31,EPD,Energy,14.58,19.7%,0.0326,64.1,🟡 持有
2026-03-31,ERIC,Technology,12.55,28.8%,-0.0111,44.5,🟡 持有
2026-03-31,EWBC,Financial,11.05,15.9%,-0.0368,52.2,🟡 持有
2026-03-31,EXEL,Healthcare,15.38,35.5%,0.0533,59.2,🟡 持有
2026-03-31,EXPD,Industrials,23.97,35.4%,-0.0321,56.3,🟡 持有
2026-03-31,EXPE,Consumer Cyclical,23.07,91.1%,0.0698,49.1,🟡 持有
2026-03-31,FBP,Financial,9.8,19.0%,-0.0042,70.6,🟡 持有
2026-03-31,FFIV,Technology,23.53,20.8%,0.0196,48.4,🟡 持有
2026-03-31,FHI,Financial,11.04,33.6%,0.0097,51.4,🟡 持有
2026-03-31,FRO,Energy,20.33,15.6%,-0.0386,57.9,🟡 持有
